r , 217 , 0.944700460829
t , 217 , 0.956221198157
r , 217 , 0.967741935484
t , 217 , 0.956221198157
t , 217 , 0.956221198157
r , 144 , 0.944444444444
t , 144 , 0.956221198157
r , 144 , 0.972222222222
t , 144 , 0.956221198157
r , 144 , 0.951388888889
t , 144 , 0.956221198157
t , 144 , 0.956221198157
r , 108 , 0.944444444444
t , 108 , 0.956221198157
r , 108 , 0.953703703704
t , 108 , 0.956221198157
r , 108 , 0.962962962963
t , 108 , 0.956221198157
r , 108 , 0.962962962963
t , 108 , 0.956221198157
t , 108 , 0.956221198157
r , 86 , 0.96511627907
t , 86 , 0.956221198157
r , 86 , 0.976744186047
t , 86 , 0.956221198157
r , 86 , 0.96511627907
t , 86 , 0.956221198157
r , 86 , 0.96511627907
t , 86 , 0.956221198157
r , 86 , 0.941860465116
t , 86 , 0.951612903226
t , 86 , 0.955299539171
r , 72 , 0.930555555556
t , 72 , 0.956221198157
r , 72 , 0.944444444444
t , 72 , 0.956221198157
r , 72 , 0.958333333333
t , 72 , 0.956221198157
r , 72 , 0.972222222222
t , 72 , 0.956221198157
r , 72 , 0.986111111111
t , 72 , 0.956221198157
r , 72 , 0.944444444444
t , 72 , 0.956221198157
t , 72 , 0.956221198157
r , 62 , 0.967741935484
t , 62 , 0.921658986175
r , 62 , 0.967741935484
t , 62 , 0.956221198157
r , 62 , 0.967741935484
t , 62 , 0.956221198157
r , 62 , 0.983870967742
t , 62 , 0.956221198157
r , 62 , 0.951612903226
t , 62 , 0.956221198157
r , 62 , 0.967741935484
t , 62 , 0.956221198157
r , 62 , 0.903225806452
t , 62 , 0.956221198157
t , 62 , 0.951283739302
r , 54 , 0.962962962963
t , 54 , 0.956221198157
r , 54 , 0.962962962963
t , 54 , 0.956221198157
r , 54 , 0.981481481481
t , 54 , 0.930875576037
r , 54 , 0.981481481481
t , 54 , 0.956221198157
r , 54 , 0.962962962963
t , 54 , 0.866359447005
r , 54 , 0.981481481481
t , 54 , 0.956221198157
r , 54 , 0.962962962963
t , 54 , 0.956221198157
r , 54 , 0.925925925926
t , 54 , 0.866359447005
t , 54 , 0.930587557604
r , 48 , 0.958333333333
t , 48 , 0.921658986175
r , 48 , 0.958333333333
t , 48 , 0.956221198157
r , 48 , 0.979166666667
t , 48 , 0.956221198157
r , 48 , 0.958333333333
t , 48 , 0.933179723502
r , 48 , 0.979166666667
t , 48 , 0.956221198157
r , 48 , 0.979166666667
t , 48 , 0.956221198157
r , 48 , 0.979166666667
t , 48 , 0.956221198157
r , 48 , 0.9375
t , 48 , 0.956221198157
