r , 217 , 0.963133640553
t , 217 , 0.960829493088
r , 217 , 0.981566820276
t , 217 , 0.965437788018
t , 217 , 0.963133640553
r , 144 , 0.993055555556
t , 144 , 0.956221198157
r , 144 , 0.965277777778
t , 144 , 0.956221198157
r , 144 , 0.972222222222
t , 144 , 0.940092165899
t , 144 , 0.950844854071
r , 108 , 0.972222222222
t , 108 , 0.956221198157
r , 108 , 0.990740740741
t , 108 , 0.953917050691
r , 108 , 0.990740740741
t , 108 , 0.953917050691
r , 108 , 0.972222222222
t , 108 , 0.944700460829
t , 108 , 0.952188940092
r , 86 , 0.976744186047
t , 86 , 0.956221198157
r , 86 , 0.976744186047
t , 86 , 0.953917050691
r , 86 , 0.96511627907
t , 86 , 0.956221198157
r , 86 , 0.976744186047
t , 86 , 0.956221198157
r , 86 , 0.988372093023
t , 86 , 0.921658986175
t , 86 , 0.948847926267
r , 72 , 0.944444444444
t , 72 , 0.866359447005
r , 72 , 1.0
t , 72 , 0.956221198157
r , 72 , 1.0
t , 72 , 0.933179723502
r , 72 , 0.986111111111
t , 72 , 0.921658986175
r , 72 , 0.986111111111
t , 72 , 0.947004608295
r , 72 , 0.958333333333
t , 72 , 0.930875576037
t , 72 , 0.925883256528
r , 62 , 0.967741935484
t , 62 , 0.889400921659
r , 62 , 0.983870967742
t , 62 , 0.956221198157
r , 62 , 0.951612903226
t , 62 , 0.956221198157
r , 62 , 1.0
t , 62 , 0.94930875576
r , 62 , 1.0
t , 62 , 0.965437788018
r , 62 , 0.967741935484
t , 62 , 0.944700460829
r , 62 , 0.967741935484
t , 62 , 0.956221198157
t , 62 , 0.945358788677
r , 54 , 0.962962962963
t , 54 , 0.921658986175
r , 54 , 0.962962962963
t , 54 , 0.940092165899
r , 54 , 1.0
t , 54 , 0.956221198157
r , 54 , 0.962962962963
t , 54 , 0.933179723502
r , 54 , 0.981481481481
t , 54 , 0.947004608295
r , 54 , 0.981481481481
t , 54 , 0.956221198157
r , 54 , 0.981481481481
t , 54 , 0.914746543779
r , 54 , 1.0
t , 54 , 0.956221198157
t , 54 , 0.940668202765
r , 48 , 0.979166666667
t , 48 , 0.956221198157
r , 48 , 0.979166666667
t , 48 , 0.956221198157
r , 48 , 1.0
t , 48 , 0.947004608295
r , 48 , 1.0
t , 48 , 0.935483870968
r , 48 , 0.958333333333
t , 48 , 0.956221198157
r , 48 , 1.0
